Country/Region,Date,Confirmed,Deaths,Recovered,Current Population
angola,2020-02-12,0,0,0,32866.268
angola,2020-02-13,0,0,0,32866.268
angola,2020-02-14,0,0,0,32866.268
angola,2020-02-15,0,0,0,32866.268
angola,2020-02-16,0,0,0,32866.268
angola,2020-02-17,0,0,0,32866.268
angola,2020-02-18,0,0,0,32866.268
angola,2020-02-19,0,0,0,32866.268
angola,2020-02-20,0,0,0,32866.268
angola,2020-02-21,0,0,0,32866.268
angola,2020-02-22,0,0,0,32866.268
angola,2020-02-23,0,0,0,32866.268
angola,2020-02-24,0,0,0,32866.268
angola,2020-02-25,0,0,0,32866.268
angola,2020-02-26,0,0,0,32866.268
angola,2020-02-27,0,0,0,32866.268
angola,2020-02-28,0,0,0,32866.268
angola,2020-02-29,0,0,0,32866.268
angola,2020-03-01,0,0,0,32866.268
angola,2020-03-02,0,0,0,32866.268
angola,2020-03-03,0,0,0,32866.268
angola,2020-03-04,0,0,0,32866.268
angola,2020-03-05,0,0,0,32866.268
angola,2020-03-06,0,0,0,32866.268
angola,2020-03-07,0,0,0,32866.268
angola,2020-03-08,0,0,0,32866.268
angola,2020-03-09,0,0,0,32866.268
angola,2020-03-10,0,0,0,32866.268
angola,2020-03-11,0,0,0,32866.268
angola,2020-03-12,0,0,0,32866.268
angola,2020-03-13,0,0,0,32866.268
angola,2020-03-14,0,0,0,32866.268
angola,2020-03-15,0,0,0,32866.268
angola,2020-03-16,0,0,0,32866.268
angola,2020-03-17,0,0,0,32866.268
angola,2020-03-18,0,0,0,32866.268
angola,2020-03-19,0,0,0,32866.268
angola,2020-03-20,1,0,0,32866.268
angola,2020-03-21,2,0,0,32866.268
angola,2020-03-22,2,0,0,32866.268
angola,2020-03-23,3,0,0,32866.268
angola,2020-03-24,3,0,0,32866.268
angola,2020-03-25,3,0,0,32866.268
angola,2020-03-26,4,0,0,32866.268
angola,2020-03-27,4,0,0,32866.268
angola,2020-03-28,5,0,0,32866.268
angola,2020-03-29,7,2,0,32866.268
angola,2020-03-30,7,2,0,32866.268
angola,2020-03-31,7,2,1,32866.268
angola,2020-04-01,8,2,1,32866.268
antigua and barbuda,2020-01-22,0,0,0,97.928
antigua and barbuda,2020-01-23,0,0,0,97.928
antigua and barbuda,2020-01-24,0,0,0,97.928
antigua and barbuda,2020-01-25,0,0,0,97.928
antigua and barbuda,2020-01-26,0,0,0,97.928
antigua and barbuda,2020-01-27,0,0,0,97.928
antigua and barbuda,2020-01-28,0,0,0,97.928
antigua and barbuda,2020-01-29,0,0,0,97.928
antigua and barbuda,2020-01-30,0,0,0,97.928
antigua and barbuda,2020-01-31,0,0,0,97.928
antigua and barbuda,2020-02-01,0,0,0,97.928
antigua and barbuda,2020-02-02,0,0,0,97.928
antigua and barbuda,2020-02-03,0,0,0,97.928
antigua and barbuda,2020-02-04,0,0,0,97.928
antigua and barbuda,2020-02-05,0,0,0,97.928
antigua and barbuda,2020-02-06,0,0,0,97.928
antigua and barbuda,2020-02-07,0,0,0,97.928
antigua and barbuda,2020-02-08,0,0,0,97.928
antigua and barbuda,2020-02-09,0,0,0,97.928
antigua and barbuda,2020-02-10,0,0,0,97.928
antigua and barbuda,2020-02-11,0,0,0,97.928
antigua and barbuda,2020-02-12,0,0,0,97.928
antigua and barbuda,2020-02-13,0,0,0,97.928
antigua and barbuda,2020-02-14,0,0,0,97.928
antigua and barbuda,2020-02-15,0,0,0,97.928
antigua and barbuda,2020-02-16,0,0,0,97.928
antigua and barbuda,2020-02-17,0,0,0,97.928
antigua and barbuda,2020-02-18,0,0,0,97.928
antigua and barbuda,2020-02-19,0,0,0,97.928
antigua and barbuda,2020-02-20,0,0,0,97.928
antigua and barbuda,2020-02-21,0,0,0,97.928
antigua and barbuda,2020-02-22,0,0,0,97.928
antigua and barbuda,2020-02-23,0,0,0,97.928
antigua and barbuda,2020-02-24,0,0,0,97.928
antigua and barbuda,2020-02-25,0,0,0,97.928
antigua and barbuda,2020-02-26,0,0,0,97.928
antigua and barbuda,2020-02-27,0,0,0,97.928
antigua and barbuda,2020-02-28,0,0,0,97.928
antigua and barbuda,2020-02-29,0,0,0,97.928
antigua and barbuda,2020-03-01,0,0,0,97.928
antigua and barbuda,2020-03-02,0,0,0,97.928
antigua and barbuda,2020-03-03,0,0,0,97.928
antigua and barbuda,2020-03-04,0,0,0,97.928
antigua and barbuda,2020-03-05,0,0,0,97.928
antigua and barbuda,2020-03-06,0,0,0,97.928
antigua and barbuda,2020-03-07,0,0,0,97.928
antigua and barbuda,2020-03-08,0,0,0,97.928
antigua and barbuda,2020-03-09,0,0,0,97.928
antigua and barbuda,2020-03-10,0,0,0,97.928
antigua and barbuda,2020-03-11,0,0,0,97.928
antigua and barbuda,2020-03-12,0,0,0,97.928
antigua and barbuda,2020-03-13,1,0,0,97.928
antigua and barbuda,2020-03-14,1,0,0,97.928
antigua and barbuda,2020-03-15,1,0,0,97.928
antigua and barbuda,2020-03-16,1,0,0,97.928
antigua and barbuda,2020-03-17,1,0,0,97.928
antigua and barbuda,2020-03-18,1,0,0,97.928
antigua and barbuda,2020-03-19,1,0,0,97.928
antigua and barbuda,2020-03-20,1,0,0,97.928
antigua and barbuda,2020-03-21,1,0,0,97.928
antigua and barbuda,2020-03-22,1,0,0,97.928
antigua and barbuda,2020-03-23,3,0,0,97.928
antigua and barbuda,2020-03-24,3,0,0,97.928
antigua and barbuda,2020-03-25,3,0,0,97.928
antigua and barbuda,2020-03-26,7,0,0,97.928
antigua and barbuda,2020-03-27,7,0,0,97.928
antigua and barbuda,2020-03-28,7,0,0,97.928
antigua and barbuda,2020-03-29,7,0,0,97.928
antigua and barbuda,2020-03-30,7,0,0,97.928
antigua and barbuda,2020-03-31,7,0,0,97.928
antigua and barbuda,2020-04-01,7,0,0,97.928
argentina,2020-01-22,0,0,0,45195.777
argentina,2020-01-23,0,0,0,45195.777
argentina,2020-01-24,0,0,0,45195.777
argentina,2020-01-25,0,0,0,45195.777
argentina,2020-01-26,0,0,0,45195.777
argentina,2020-01-27,0,0,0,45195.777
argentina,2020-01-28,0,0,0,45195.777
argentina,2020-01-29,0,0,0,45195.777
argentina,2020-01-30,0,0,0,45195.777
argentina,2020-01-31,0,0,0,45195.777
argentina,2020-02-01,0,0,0,45195.777
argentina,2020-02-02,0,0,0,45195.777
argentina,2020-02-03,0,0,0,45195.777
argentina,2020-02-04,0,0,0,45195.777
argentina,2020-02-05,0,0,0,45195.777
argentina,2020-02-06,0,0,0,45195.777
argentina,2020-02-07,0,0,0,45195.777
argentina,2020-02-08,0,0,0,45195.777
argentina,2020-02-09,0,0,0,45195.777
argentina,2020-02-10,0,0,0,45195.777
argentina,2020-02-11,0,0,0,45195.777
argentina,2020-02-12,0,0,0,45195.777
argentina,2020-02-13,0,0,0,45195.777
argentina,2020-02-14,0,0,0,45195.777
argentina,2020-02-15,0,0,0,45195.777
argentina,2020-02-16,0,0,0,45195.777
argentina,2020-02-17,0,0,0,45195.777
argentina,2020-02-18,0,0,0,45195.777
argentina,2020-02-19,0,0,0,45195.777
argentina,2020-02-20,0,0,0,45195.777
argentina,2020-02-21,0,0,0,45195.777
argentina,2020-02-22,0,0,0,45195.777
argentina,2020-02-23,0,0,0,45195.777
argentina,2020-02-24,0,0,0,45195.777
argentina,2020-02-25,0,0,0,45195.777
argentina,2020-02-26,0,0,0,45195.777
argentina,2020-02-27,0,0,0,45195.777
argentina,2020-02-28,0,0,0,45195.777
argentina,2020-02-29,0,0,0,45195.777
argentina,2020-03-01,0,0,0,45195.777
argentina,2020-03-02,0,0,0,45195.777
argentina,2020-03-03,1,0,0,45195.777
argentina,2020-03-04,1,0,0,45195.777
argentina,2020-03-05,1,0,0,45195.777
argentina,2020-03-06,2,0,0,45195.777
argentina,2020-03-07,8,0,0,45195.777
argentina,2020-03-08,12,1,0,45195.777
argentina,2020-03-09,12,1,0,45195.777
argentina,2020-03-10,17,1,0,45195.777
argentina,2020-03-11,19,1,0,45195.777
argentina,2020-03-12,19,1,0,45195.777
argentina,2020-03-13,31,2,0,45195.777
argentina,2020-03-14,34,2,1,45195.777
argentina,2020-03-15,45,2,1,45195.777
argentina,2020-03-16,56,2,1,45195.777
argentina,2020-03-17,68,2,3,45195.777
argentina,2020-03-18,79,2,3,45195.777
argentina,2020-03-19,97,3,3,45195.777
argentina,2020-03-20,128,3,3,45195.777
argentina,2020-03-21,158,4,3,45195.777
argentina,2020-03-22,266,4,3,45195.777
argentina,2020-03-23,301,4,3,45195.777
argentina,2020-03-24,387,6,52,45195.777
argentina,2020-03-25,387,8,52,45195.777
argentina,2020-03-26,502,9,63,45195.777
argentina,2020-03-27,589,13,72,45195.777
argentina,2020-03-28,690,18,72,45195.777
argentina,2020-03-29,745,19,72,45195.777
argentina,2020-03-30,820,23,228,45195.777
argentina,2020-03-31,1054,27,240,45195.777
argentina,2020-04-01,1054,28,248,45195.777
armenia,2020-01-22,0,0,0,2963.234
armenia,2020-01-23,0,0,0,2963.234
armenia,2020-01-24,0,0,0,2963.234
armenia,2020-01-25,0,0,0,2963.234
armenia,2020-01-26,0,0,0,2963.234
armenia,2020-01-27,0,0,0,2963.234
armenia,2020-01-28,0,0,0,2963.234
armenia,2020-01-29,0,0,0,2963.234
armenia,2020-01-30,0,0,0,2963.234
armenia,2020-01-31,0,0,0,2963.234
armenia,2020-02-01,0,0,0,2963.234
armenia,2020-02-02,0,0,0,2963.234
armenia,2020-02-03,0,0,0,2963.234
armenia,2020-02-04,0,0,0,2963.234
armenia,2020-02-05,0,0,0,2963.234
armenia,2020-02-06,0,0,0,2963.234
armenia,2020-02-07,0,0,0,2963.234
armenia,2020-02-08,0,0,0,2963.234
armenia,2020-02-09,0,0,0,2963.234
armenia,2020-02-10,0,0,0,2963.234
armenia,2020-02-11,0,0,0,2963.234
armenia,2020-02-12,0,0,0,2963.234
armenia,2020-02-13,0,0,0,2963.234
armenia,2020-02-14,0,0,0,2963.234
armenia,2020-02-15,0,0,0,2963.234
armenia,2020-02-16,0,0,0,2963.234
armenia,2020-02-17,0,0,0,2963.234
armenia,2020-02-18,0,0,0,2963.234
armenia,2020-02-19,0,0,0,2963.234
armenia,2020-02-20,0,0,0,2963.234
armenia,2020-02-21,0,0,0,2963.234
armenia,2020-02-22,0,0,0,2963.234
armenia,2020-02-23,0,0,0,2963.234
armenia,2020-02-24,0,0,0,2963.234
armenia,2020-02-25,0,0,0,2963.234
armenia,2020-02-26,0,0,0,2963.234
armenia,2020-02-27,0,0,0,2963.234
armenia,2020-02-28,0,0,0,2963.234
armenia,2020-02-29,0,0,0,2963.234
armenia,2020-03-01,1,0,0,2963.234
armenia,2020-03-02,1,0,0,2963.234
armenia,2020-03-03,1,0,0,2963.234
armenia,2020-03-04,1,0,0,2963.234
armenia,2020-03-05,1,0,0,2963.234
armenia,2020-03-06,1,0,0,2963.234
armenia,2020-03-07,1,0,0,2963.234
armenia,2020-03-08,1,0,0,2963.234
armenia,2020-03-09,1,0,0,2963.234
armenia,2020-03-10,1,0,0,2963.234
armenia,2020-03-11,1,0,0,2963.234
armenia,2020-03-12,4,0,0,2963.234
armenia,2020-03-13,8,0,0,2963.234
armenia,2020-03-14,18,0,0,2963.234
armenia,2020-03-15,26,0,0,2963.234
armenia,2020-03-16,52,0,0,2963.234
armenia,2020-03-17,78,0,1,2963.234
armenia,2020-03-18,84,0,1,2963.234
armenia,2020-03-19,115,0,1,2963.234
armenia,2020-03-20,136,0,1,2963.234
armenia,2020-03-21,160,0,1,2963.234
armenia,2020-03-22,194,0,2,2963.234
armenia,2020-03-23,235,0,2,2963.234
armenia,2020-03-24,249,0,14,2963.234
armenia,2020-03-25,265,0,16,2963.234
armenia,2020-03-26,290,1,18,2963.234
armenia,2020-03-27,329,1,28,2963.234
armenia,2020-03-28,407,1,30,2963.234
armenia,2020-03-29,424,3,30,2963.234
armenia,2020-03-30,482,3,30,2963.234
armenia,2020-03-31,532,3,30,2963.234
armenia,2020-04-01,571,4,31,2963.234
australia,2020-01-22,0,0,0,25499.881
australia,2020-01-23,0,0,0,25499.881
australia,2020-01-24,0,0,0,25499.881
australia,2020-01-25,0,0,0,25499.881
australia,2020-01-26,4,0,0,25499.881
australia,2020-01-27,5,0,0,25499.881
australia,2020-01-28,5,0,0,25499.881
australia,2020-01-29,6,0,0,25499.881
australia,2020-01-30,9,0,2,25499.881
australia,2020-01-31,9,0,2,25499.881
australia,2020-02-01,12,0,2,25499.881
australia,2020-02-02,12,0,2,25499.881
australia,2020-02-03,12,0,2,25499.881
australia,2020-02-04,13,0,2,25499.881
australia,2020-02-05,13,0,2,25499.881
australia,2020-02-06,14,0,2,25499.881
australia,2020-02-07,15,0,2,25499.881
australia,2020-02-08,15,0,2,25499.881
australia,2020-02-09,15,0,2,25499.881
australia,2020-02-10,15,0,2,25499.881
australia,2020-02-11,15,0,2,25499.881
australia,2020-02-12,15,0,2,25499.881
australia,2020-02-13,15,0,8,25499.881
australia,2020-02-14,15,0,8,25499.881
australia,2020-02-15,15,0,8,25499.881
australia,2020-02-16,15,0,8,25499.881
australia,2020-02-17,15,0,10,25499.881
australia,2020-02-18,15,0,10,25499.881
australia,2020-02-19,15,0,10,25499.881
australia,2020-02-20,15,0,10,25499.881
australia,2020-02-21,15,0,11,25499.881
australia,2020-02-22,15,0,11,25499.881
australia,2020-02-23,15,0,11,25499.881
australia,2020-02-24,15,0,11,25499.881
australia,2020-02-25,15,0,11,25499.881
australia,2020-02-26,15,0,11,25499.881
australia,2020-02-27,15,0,11,25499.881
australia,2020-02-28,15,0,11,25499.881
australia,2020-02-29,25,0,11,25499.881
australia,2020-03-01,27,1,11,25499.881
australia,2020-03-02,30,1,11,25499.881
australia,2020-03-03,39,1,11,25499.881
australia,2020-03-04,52,2,11,25499.881
australia,2020-03-05,55,2,21,25499.881
australia,2020-03-06,60,2,21,25499.881
australia,2020-03-07,63,2,21,25499.881
australia,2020-03-08,76,3,21,25499.881
australia,2020-03-09,91,3,21,25499.881
australia,2020-03-10,107,3,21,25499.881
australia,2020-03-11,128,3,21,25499.881
australia,2020-03-12,128,3,21,25499.881
australia,2020-03-13,200,3,23,25499.881
australia,2020-03-14,250,3,23,25499.881
australia,2020-03-15,297,3,23,25499.881
australia,2020-03-16,377,3,23,25499.881
australia,2020-03-17,452,5,23,25499.881
australia,2020-03-18,568,6,23,25499.881
australia,2020-03-19,681,6,26,25499.881
